acc.date,aircraft_type,operator,fatalities,damage
2019-06-18,Airbus A330-243,Hong Kong Airlines,0,non
2019-06-20,Antonov An-2R,Navigator,1,w/o
2019-06-21,Basler BT-67 Turbo 67 (DC-3T),North Star Air,0,sub
2019-06-23,Antonov An-2R,Phoenix Air LLC,0,w/o
2019-06-24,Hawker Siddeley HS-125-400,Unknown,0,w/o
2019-06-26,Rockwell Sabreliner 65,Yankee Dawdle LLC,0,min
2019-06-27,Cessna 560 Citation V,Mueller Aero Inc,0,min
2019-06-27,British Aerospace 3212 Jetstream 31,Transmandu,0,w/o
2019-06-27,Antonov An-24RV,Angara Airlines,2,w/o
2019-06-28,Saab 340A,Western Air,0,sub
2019-06-29,Cessna 208B Supervan 900,ISR Aviation LLC,0,sub
2019-06-30,Dassault Falcon 900B,Warren Transportation LLC,0,w/o
2019-06-30,Antonov An-2T,"DOSAAF, Gvardeysky ATSK",0,sub
2019-06-30,Beechcraft B300 King Air 350i,EE Operations LLC,10,w/o
2019-07-01,Boeing 737-85R,SpiceJet,0,sub
2019-07-08,Canadair CL-215-6B11 (CL-415),Gouvernement du Québec,0,sub
2019-07-08,Cessna 208B Grand Caravan,Grant Aviation,0,w/o
2019-07-08,Airbus A320-214,Afriqiyah Airways,0,min
2019-07-09,Antonov An-2,Unknown,0,sub
2019-07-09,Boeing 737-8K2 (WL),KLM Royal Dutch Airlines,0,min
2019-07-09,Airbus A320-214 (WL),easyJet Europe,0,min
2019-07-10,Airbus A380-861,Emirates,0,non
2019-07-12,ATR 42-500,Sky Express,0,sub
2019-07-12,Cessna 525 CitationJet,"Omicron Business Services, LLC",0,sub
2019-07-13,Beechcraft B200 Super King Air,Unknown,0,w/o
2019-07-16,Antonov An-2,Unknown,0,w/o
2019-07-17,Cessna 550 Citation II,Avia Jet LLC,0,w/o
2019-07-19,de Havilland Canada DHC-8-402Q Dash 8,WestJet Encore,0,sub
2019-07-20,ATR 42-500,Pakistan International Airlines - PIA,0,sub
2019-07-22,Boeing 767-322ER (WL),United Airlines,0,non
2019-07-23,Boeing 757-324 (WL),United Airlines,0,sub
2019-07-23,Boeing 737-36N (WL),Air Peace,0,sub
2019-07-24,Boeing 777-333ER,Air Canada,0,non
2019-07-25,Ilyushin Il-76TD,Europe Air,1,w/o
2019-07-25,Ilyushin Il-76TD,Europe Air,0,w/o
2019-07-26,Cessna 208 Caravan 675,Seair Seaplanes,4,w/o
2019-07-27,Fairchild SA227-AC Metro III,Sierra West Airlines,0,sub
2019-07-30,Avro RJ85,Cobham Aviation Services,0,sub
2019-07-30,Airbus A319-114,Lufthansa,0,sub
2019-07-30,unknown,Fuerza Aérea de Guinea Ecuatorial,0,w/o
2019-07-30,Beechcraft B300 King Air 350i,Pakistan Army Aviation Corps,0,w/o
2019-07-31,Douglas DC-3C,Bush Air Fuel,0,sub
2019-07-31,Bombardier CRJ-900ER,"American Eagle, opb Mesa Airlines",0,sub
2019-08-01,Douglas C-118A Liftmaster (DC-6A),Everts Air Cargo,0,sub
2019-08-02,Airbus A330-243,Thomas Cook Airlines,0,min
2019-08-02,Shijiazhuang Y-5B(D),Liaoning Star General Aviation,0,sub
2019-08-02,Boeing 787-8 Dreamliner,Air Canada,0,min
2019-08-02,Airbus A340-313,Edelweiss Air,0,sub
2019-08-04,Antonov An-2,DOSAAF Tajikistan,1,w/o
2019-08-05,Airbus A320-232,United Airlines,0,sub
2019-08-06,Cessna 510 Citation Mustang,private,1,w/o
2019-08-06,Cessna 208B Supervan 900,Alkan Air,2,w/o
2019-08-06,Cessna 208B Grand Caravan,Tropical Air,0,w/o
2019-08-06,Ilyushin Il-76TD,SkyAviatrans,0,w/o
2019-08-06,Cessna 560XLS+ Citation XLS+,Aerowest,0,w/o
2019-08-07,British Aerospace 3201 Jetstream 32,SARPA - Servicios Aéreos Panamericanos,0,sub
2019-08-07,HS-125/BAe-125,unknown,0,w/o
2019-08-08,Airbus A320-232,Jetblue Airways,0,non
2019-08-08,Bombardier CL-600-2B16 Challenger 604,Netjets,0,non
2019-08-08,Airbus A321-211 (WL),Frontier Airlines,0,sub
2019-08-10,Canadair CL-600-2B16 Challenger 601,private,0,sub
2019-08-12,Boeing 787-9 Dreamliner,Norwegian Air UK,0,min
2019-08-14,de Havilland Canada DHC-6 Twin Otter 200,Fuerza Aérea Argentina - FAA,0,sub
2019-08-14,Beechcraft Super King Air,Unknown,0,w/o
2019-08-15,Boeing 787-8 Dreamliner,All Nippon Airways - ANA,0,non
2019-08-15,de Havilland Canada DHC-6 Twin Otter 300,Berry Aviation,0,sub
2019-08-15,Cessna 680A Citation Latitude,JRM Air LLC,0,w/o
2019-08-15,Airbus A321-211,Ural Airlines,0,sub
2019-08-16,de Havilland Canada DHC-8-200,SafariLink,0,sub
2019-08-18,Cessna 208B Grand Caravan EX,Mokulele Airlines,0,sub
2019-08-18,Boeing 757-251 (WL),Delta Air Lines,0,sub
2019-08-21,Airbus A340-642,Virgin Atlantic Airways,0,non
2019-08-21,Cessna 750 Citation X,Fuerza Aérea Venezolana - FAV,0,w/o
2019-08-21,Cessna 208B Super Cargomaster,Morningstar Air Express,0,sub
2019-08-21,Cessna 560XL Citation Excel,Delta Private Jets,0,w/o
2019-08-22,Airbus A380-861,Emirates,0,sub
2019-08-23,Antonov An-2T,Club Tiroler Adler,0,sub
2019-08-25,Lockheed C-130A Hercules,International Air Response,0,sub
2019-08-26,McDonnell Douglas MD-88,Delta Air Lines,0,non
2019-08-27,Airbus A320-251N,Frontier Airlines,0,non
2019-08-27,Airbus A330-343,Air China,0,sub
2019-08-27,Cessna 560XL Citation Excel,Air Charter Services,0,w/o
2019-08-28,Cessna 525 CitationJet CJ1+,Lenox Handels und Speditions GmbH,0,sub
2019-08-28,Antonov An-2R,private,0,sub
2019-08-30,Antonov An-2R,private,2,w/o
2019-08-31,Cessna 510 Citation Mustang,Star Jet LLC,0,sub
2019-09-01,Airbus A330-202,Libyan Airlines,0,min
2019-09-01,Beechcraft B300 King Air 350,Lionair Inc.,9,w/o
2019-09-02,British Aerospace BAe-125-700A,private,2,w/o
2019-09-05,Cessna 560XLS+ Citation XLS+,Jet 24 GmbH,0,sub
2019-09-06,Airbus A319-132,Spirit Airlines,0,non
2019-09-07,ATR 72-600 (72-212A),"Regional Express Américas, opf Avianca",0,sub
2019-09-09,Airbus A319-112,Eurowings,0,non
2019-09-11,Bombardier CRJ-701ER,"Skywest Airlines, opf American Eagle",0,sub
2019-09-11,British Aerospace BAe-125-700A,private,0,unk
2019-09-11,Cessna 208 Supervan 900,GoJump,1,w/o
2019-09-11,Convair CV-440,Ferreteria e Implementos San Francisco,2,w/o
2019-09-16,Cessna 208B Grand Caravan,TwoFlex,0,w/o
2019-09-18,Britten-Norman BN-2A-21 Islander,Caroline Islands Air,0,w/o
2019-09-18,Viking Air DHC-6 Twin Otter 400,"Rimbun Air, opb Carpediem Aviation",4,w/o
2019-09-20,Cessna 208B Grand Caravan,private,0,sub
2019-09-23,Britten-Norman BN-2A-27 Islander,FlyMontserrat,0,sub
2019-09-23,Cessna 208B Grand Caravan EX,Auric Air,2,w/o
2019-09-24,Cessna 208B Grand Caravan,Gobernación del Estado Bolívar,0,sub
2019-09-24,Cessna 208 Caravan,Department of Royal Rainmaking and Agricultural Aviation,2,w/o
2019-09-30,Antonov An-12BK,Cavok Air,0,sub
2019-09-30,Gulfstream American G-1159 Gulfstream II B,private,0,w/o
2019-10-01,Boeing 777-31HER,Emirates,0,non
2019-10-02,Boeing B-17G Flying Fortress,The Collings Foundation,7,w/o
2019-10-04,Antonov An-12BK,Ukraine Air Alliance,5,sub
2019-10-07,Hawker 800XP,Delta Private Jets,0,sub
2019-10-07,Honda HA-420 HondaJet,Pro by Air,0,sub
2019-10-10,Antonov An-72,Air Force of the Democratic Republic of the Congo,8,w/o
2019-10-11,de Havilland Canada DHC-6 Twin Otter 100,Skydive Georgia,0,sub
2019-10-11,Fokker 50,Silverstone Air Services,0,w/o
2019-10-12,Embraer EMB-110P1 Bandeirante,Pineapple Air,0,min
2019-10-12,ATR 42-600,Japan Air Commuter,0,non
2019-10-16,Bombardier Global Express,Elite Air Inc,0,non
2019-10-17,Saab 2000,PenAir - Peninsula Airways,1,sub
2019-10-18,Airbus CC-150 Polaris (A310-300),Royal Canadian Air Force - RCAF,0,sub
2019-10-18,Douglas DC-3C,Atlantic Air Cargo,0,unk
2019-10-22,Canadair CL-600-2B19 Regional Jet CRJ-200LR,"Delta Connection, opb Endeavor Air",0,sub
2019-10-22,Basler BT-67 Turbo 67 (DC-3T),Fuerza Aérea Salvadoreña,0,sub
2019-10-25,Rockwell Sabreliner 65,private,0,w/o
2019-10-25,Beechcraft 200 Super King Air,private,0,sub
2019-10-26,de Havilland Canada DHC-3T/M601 Turbine Otter,Blue Water Aviation Services,3,w/o
2019-10-26,Airbus A330-341,Garuda Indonesia Airways,0,non
2019-10-27,Gulfstream American G-1159 Gulfstream II SP,private,0,w/o
2019-10-27,Let L-410UVP,Abeer Air Services,0,w/o
2019-10-29,de Havilland Canada DHC-8-402Q Dash 8,Horizon Air,0,sub
2019-10-31,Cessna 208B Super Cargomaster,"Corporate Air, opf FedEx",0,min
2019-11-03,Boeing 787-8 Dreamliner,Avianca,0,non
2019-11-05,Learjet 35A,USMX AirLink,0,sub
2019-11-11,Boeing 747-428ERF,ACT Airlines,0,non
2019-11-11,British Aerospace BAe-125-700A,private,0,w/o
2019-11-11,Embraer EMB-145LR (ERJ-145LR),"American Eagle, opb Envoy Air",0,sub
2019-11-14,Cessna 550 Citation II,José João Abdalla Filho,5,w/o
2019-11-15,Cessna 560 Citation Encore,ETG Aviation LLC,0,sub
2019-11-15,Cessna 525B CitationJet CJ3,Pilot Point Consultancy LLC,0,sub
2019-11-16,Bombardier CRJ-900,,0,sub
2019-11-16,Airbus A330-243,Air Namibia,0,min
2019-11-16,Boeing 777-3B5ER,Korean Air,0,sub
2019-11-21,Boeing 737-8F2 (WL),THY Turkish Airlines,0,sub
2019-11-21,Gulfstream G150,Tahe Havacilik,0,sub
2019-11-22,Boeing 737-401,Avior Airlines,0,sub
2019-11-23,Boeing 737-800,,0,non
2019-11-23,Beechcraft B200 King Air,private,0,w/o
2019-11-24,Dornier 228-201,Busy Bee Congo,0,w/o
2019-11-25,de Havilland Canada DHC-8-311 Dash 8,Proflight Air Services,0,sub
2019-11-25,McDonnell Douglas MD-88,Delta Air Lines,0,sub
2019-11-26,Cessna 208B Grand Caravan,Tropicair,0,non
2019-12-01,British Aerospace BAe-125-700A,private,0,w/o
2019-12-01,Beechcraft B99 Airliner,Flamingo Air Charter,0,sub
2019-12-02,British Aerospace BAe-125-700A,private,0,w/o
2019-12-03,British Aerospace BAe-125-800A,Business Jet Managers Inc,0,sub
2019-12-03,Basler BT-67 Turbo 67 (DC-3T),North Star Air,0,sub
2019-12-04,Beechcraft 200 Super King Air,private,2,w/o
2019-12-06,British Aerospace BAe-125-800A,private,0,w/o
2019-12-09,Lockheed C-130H Hercules,Fuerza Aérea de Chile,38,w/o
2019-12-09,Cessna 208B Super Cargomaster,Martinaire,1,w/o
2019-12-10,de Havilland Canada DHC-8-402Q Dash 8,Ethiopian Airlines,0,sub
2019-12-15,Airbus A330-202,Qantas,0,non
2019-12-15,Embraer EMB-145LR,"Piedmont Airlines, opf American Eagle",0,non
2019-12-15,Grumman American G-1159 Gulfstream IISP,private,0,w/o
2019-12-16,Embraer ERJ-140LR,"Envoy Air, opf American Eagle",0,non
2019-12-16,Airbus A330-243,Air Europa,0,non
2019-12-16,Beechcraft 200 Super King Air,private,0,w/o
2019-12-17,Beechcraft B300 King Air 350,Ritch Air LLC,0,sub
2019-12-18,Embraer ERJ-190AR,American Airlines,0,non
2019-12-18,Beechcraft 200 Super King Air,WL Aviation LLC,0,sub
2019-12-18,Cessna 525A CitationJet CJ2,C-GHGR Holdings,0,sub
2019-12-18,Beechcraft 200 Super King Air,private,0,w/o
2019-12-19,Boeing 737-924ER (WL),United Airlines,0,non
2019-12-19,Beechcraft A100 King Air,Representaciones Aero3,9,w/o
2019-12-21,Boeing 737-7BD (WL),Southwest Airlines,0,sub
2019-12-22,Boeing 737-824 (WL),United Airlines,0,sub
2019-12-24,Cessna 208B Grand Caravan,Calafia Airlines,2,w/o
2019-12-25,Airbus A320-232 (WL),Tigerair Taiwan,0,non
2019-12-27,Cirrus SF50 Vision Jet,private,0,sub
2019-12-27,Fokker 100,Bek Air,12,w/o
2019-12-28,Let L-410UVP-E,Air Fast Congo,0,sub
2019-12-29,Cessna 560XL Citation XLS,Sunny Sky,0,sub
2018-01-01,Airbus A319-111,Easyjet,0,non
2018-01-03,Airbus A319-131,British Airways,0,non
2018-01-04,Gulfstream G150,Private Airlines Germany,0,sub
2018-01-05,Boeing 737-8FH (WL),Sunwing Airlines,0,sub
2018-01-05,Boeing 737-8CT (WL),WestJet,0,sub
2018-01-06,Boeing 777-369ER,Kuwait Airways,0,sub
2018-01-06,Antonov An-2TP,Unknown,0,w/o
2018-01-07,Cessna 208B Grand Caravan,Unknown,0,w/o
2018-01-09,Embraer EMB-110P1 Bandeirante,Pineapple Air,0,sub
2018-01-10,de Havilland Canada DHC-8-402Q Dash 8,LOT Polskie Linie Lotnicze,0,sub
2018-01-10,Gulfstream G200,Air Taxi PH,0,sub
2018-01-10,Fairchild SA227-AT Merlin IVC,Ameriflight,0,sub
2018-01-13,Boeing 737-82R (WL),Pegasus Airlines,0,sub
2018-01-15,Airbus A319-111,Afriqiyah Airways,0,sub
2018-01-16,Antonov An-2,Kazakhstan Air Defence Force,0,w/o
2018-01-16,British Aerospace BAe-748-347 Srs. 2A,Bismillah Airlines,0,sub
2018-01-17,Embraer ERJ-190AR,Fastjet,0,non
2018-01-17,IPTN/CASA CN-235M-100,Türk Hava Kuvvetleri (Turkish Air Force),3,w/o
2018-01-18,Convair CV-580F,Air Tribe,0,sub
2018-01-20,Let L-410UVP,Galeyr Airline,0,sub
2018-01-20,Embraer EMB-120ER Brasilia,"Delegation of the EU to Somalia, lsf AirTraffic Africa",0,unk
2018-01-25,Airbus A320,Unknown,0,sub
2018-01-25,Gulfstream G200,Nestoil,0,sub
2018-01-29,Shaanxi Y-8GX-3,People's Liberation Army - Air Force - PLAAF,12,w/o
2018-02-01,Airbus A330-202,Qantas,0,non
2018-02-04,Raytheon Beechjet 400A,"Travel Management, Inc",0,sub
2018-02-10,Boeing 737-8AS (WL),Ryanair,0,non
2018-02-11,Antonov An-148-100B,Saratov Airlines,71,w/o
2018-02-13,Airbus A330-223,Delta Air Lines,0,non
2018-02-16,Fokker 100,Qeshm Air,0,sub
2018-02-18,ATR 72-212,Iran Aseman Airlines,66,w/o
2018-02-20,McDonnell Douglas MD-83,Dana Air,0,sub
2018-02-21,Cessna 208B Grand Caravan,Army Parachute Association,0,min
2018-02-23,Beechcraft B100 King Air,Island Express Air,0,sub
2018-02-24,Airbus A330-323,Delta Air Lines,0,non
2018-02-26,Beechcraft A100 King Air,Strait Air,0,sub
2018-02-28,Airbus A320-214,SmartLynx Airlines Estonia,0,sub
2018-03-01,Beechcraft 200 Super King Air,Unknown,0,sub
2018-03-04,Boeing 737-322 (SF),Serve Air,0,sub
2018-03-06,Antonov An-26,Russian Air Force,39,w/o
2018-03-10,Learjet 31,N500MP LLC,0,sub
2018-03-11,Bombardier CL-600-2B16 Challenger 604,MC Aviation,11,w/o
2018-03-12,de Havilland Canada DHC-8-402Q Dash 8,US-Bangla Airlines,51,w/o
2018-03-14,Boeing 777-31HER,Emirates,1,non
2018-03-15,Cessna 208 Caravan I,West Coast Air Services,0,w/o
2018-03-15,Beechcraft B200 Super King Air,Unknown,0,w/o
2018-03-16,Beechcraft C99 Commuter,Ameriflight,0,sub
2018-03-17,Canadair CL-600-2B19 Regional Jet CRJ-200ER,"Air Canada Express, opb Jazz Aviation",0,sub
2018-03-20,de Havilland Canada DHC-6 Twin Otter 300,Bald Mountain Air Services,0,sub
2018-03-21,Gulfstream V,Peyton Holdings LLC,0,non
2018-03-22,Airbus A320-232,,0,non
2018-03-23,Boeing 737-8K5 (WL),"SmartWings, opf Israir",0,non
2018-03-26,CASA C-212 Aviocar 200,Bighorn Airways,0,sub
2018-03-26,CASA C-212 Aviocar,Bighorn Airways,0,unk
2018-03-27,Airbus A319-111,easyJet,0,sub
2018-03-28,Boeing 767-3Q8ER,El Al Israel Airlines,0,sub
2018-03-28,Boeing 737-76J (WL),Germania,0,sub
2018-03-29,Beechcraft 99 Airliner,Lake Clark Air,0,sub
2018-03-29,ATR 42-500,Aeromar,0,sub
2018-03-29,ATR 72-600 (72-212A),Aeromar,0,sub
2018-03-29,Fairchild SA227-DC Metro 23,Línea Aérea Amaszonas,0,sub
2018-03-30,Antonov An-12BK,Cavok Air,0,sub
2018-03-30,Cessna 650 Citation III,2M Leasing LLC,0,sub
2018-03-31,Cessna 208B Grand Caravan,Skydive the Ranch,0,sub
2018-04-02,Cessna 525C Citation CJ4,Avis Industrial Corporation,0,sub
2018-04-04,Dassault Falcon 2000EX,Unknown,0,w/o
2018-04-04,Learjet 60,Henning Aviation LLC,0,w/o
2018-04-04,Cessna 560XL Citation Excel,MTC Enterprises LLC,0,w/o
2018-04-04,Learjet 40XR,Union Gas Air Ventures I LLC,0,w/o
2018-04-04,Learjet 45XR,ERG Holdings LLC,0,w/o
2018-04-05,Antonov An-26,Mega Aircompany,0,unk
2018-04-09,Beechcraft 200 Super King Air,Airwing,0,sub
2018-04-09,Boeing 737-9B5,Korean Air,0,sub
2018-04-11,Cessna 208B Grand Caravan,"Hageland Aviation Services, opf Ravn Connect",0,sub
2018-04-11,Ilyushin Il-76TD,Al Quwwat al-Jawwiya al-Jaza'eriya,257,w/o
2018-04-12,Cessna 208B Grand Caravan,Penial Air,0,sub
2018-04-13,Lockheed P-3C Orion,United States Navy,0,w/o
2018-04-14,Antonov An-74-200,Ayk Avia,0,sub
2018-04-15,Saab 340B,Transwest Air,0,sub
2018-04-15,de Havilland Canada DHC-6 Twin Otter 100,Transwest Air,0,sub
2018-04-15,Bombardier CL-600-2B16 Challenger 605,Morningstar Partners Ltd.,0,sub
2018-04-15,Cessna 550 Citation Bravo,Private,0,sub
2018-04-15,Cessna 525 CitationJet,private,1,w/o
2018-04-15,Airbus A321-213,Air China,0,non
2018-04-16,Cessna 525 CitationJet CJ1,Herbert Waldmann Lichttechnik GmbH & Co. KG,0,sub
2018-04-17,de Havilland Canada DHC-8-402Q Dash 8,Flybe,0,sub
2018-04-17,Boeing 737-7H4 (WL),Southwest Airlines,1,sub
2018-04-18,Airbus A330-323,Delta Air Lines,0,sub
2018-04-20,McDonnell Douglas MD-83,World Atlantic Airlines,0,sub
2018-04-23,Antonov An-2R,SZEMP Air Kft.,0,sub
2018-04-29,Beechcraft 1900C,Alpine Aviation,0,sub
2018-04-29,Lockheed L-100-30 Hercules,Libyan Air Force,3,w/o
2018-04-29,Boeing 737-8GP (WL),Lion Air,0,sub
2018-04-30,Boeing 737-8AS (WL),Ryanair,0,sub
2018-05-01,Boeing 767-332ER (WL),Delta Air Lines,0,min
2018-05-01,Bombardier CRJ-900LR,"Delta Connection, opb Endeavor Air",0,sub
2018-05-02,Boeing 737-8K5 (WL),TUI fly Belgium,0,sub
2018-05-02,Beechcraft C99 Commuter,Servicio Aéreo de Policia,4,w/o
2018-05-02,Lockheed WC-130H Hercules,United States Air Force - USAF,9,w/o
2018-05-03,Dassault Falcon 900EX,Blueport Trade 121 (Pty) Ltd.,0,sub
2018-05-04,Cessna 525C Citation CJ4,Aluminios Cortizo,0,sub
2018-05-05,Embraer KC-390,Embraer,0,sub
2018-05-07,Boeing 737-8H4 (WL),Southwest Airlines,0,sub
2018-05-12,Boeing 737-8BK (WL),Air Niugini,0,sub
2018-05-12,Lockheed L-100-30 Hercules,"Lynden Air Cargo, opf PNG Air",0,sub
2018-05-13,Cessna 208B Grand Caravan,"Irish Parachute Club, lsf Parachuting Caravan Leasing",2,w/o
2018-05-13,Airbus A330-323,Asiana Airlines,0,sub
2018-05-13,Airbus A321-231,THY Turkish Airlines,0,sub
2018-05-15,Cessna 208B Grand Caravan,private,2,w/o
2018-05-16,Cessna 208B Grand Caravan,Makalu Air,2,w/o
2018-05-18,Boeing 737-201 Advanced,"Cubana de Aviación, lsf Global Air",112,w/o
2018-05-20,Gulfstream G200 Galaxy,Star Jet,0,sub
2018-05-21,Airbus A330-243,"Saudi Arabian Airlines, lsf Onur Air",0,sub
2018-05-22,Gulfstream G200 Galaxy,Silver Air,0,w/o
2018-05-22,Cessna 208B Grand Caravan,Amazonaves Táxi Aéreo,0,w/o
2018-05-23,Beechcraft 200 Super King Air,Titan Drilling,0,sub
2018-05-23,Beechcraft 200 Super King Air,Air Katanga,0,min
2018-05-24,Fairchild SA227-AC Metro III,Aeronaves TSM,0,sub
2018-05-30,Cessna 208B Grand Caravan,Asure Air,0,sub
2018-05-30,Cessna 208B Grand Caravan,"Air Serv Limited, opf UNHAS",0,sub
2018-06-03,Lockheed C-130H Hercules,Al Quwwat al-Jawwiya al-Jaza'eriya,1,w/o
2018-06-05,Cessna 208B Grand Caravan,Fly-SAX,10,w/o
2018-06-06,Antonov An-2R,Aeroserv,0,w/o
2018-06-06,Cessna 525A CitationJet CJ2+,ProAir,0,sub
2018-06-09,de Havilland Canada DHC-6 Twin Otter 300,Tara Air,0,sub
2018-06-10,Boeing 777-223ER,American Airlines,0,non
2018-06-10,Boeing 737-8AL (WL),"Swiftair, opf Smartwings",0,sub
2018-06-10,Boeing 787-9 Dreamliner,American Airlines,0,non
2018-06-10,de Havilland Canada DHC-8-402Q Dash 8,WestJet Encore,0,non
2018-06-10,Gulfstream G-IV,private,0,sub
2018-06-11,Pilatus Britten-Norman BN-2B-26 Islander,Falkland Islands Government Air Service - FIGAS,0,sub
2018-06-11,Airbus A340-313,Lufthansa,0,sub
2018-06-12,Boeing 737-8H4 (WL),Southwest Airlines,0,non
2018-06-14,McDonnell Douglas MD-83,Bravo Airways,0,sub
2018-06-14,de Havilland Canada DHC-8-202Q Dash 8,LinkPNG,0,w/o
2018-06-16,Embraer ERJ-175LR,"Delta Connection, opb Compass Airlines",0,non
2018-06-18,Cessna 208B Grand Caravan,Spirit Avia Sentosa,0,sub
2018-06-21,Embraer ERJ 170LR (ERJ-170-100 LR),"Delta Connection, opb Republic Airlines",0,sub
2018-06-22,Boeing 737-8JP (WL),Norwegian,0,non
2018-06-22,de Havilland Canada DHC-6 Twin Otter 300,Dimonim Air,0,min
2018-06-24,Boeing 777-346,Japan Airlines (JAL),0,non
2018-06-24,Let L-410UVP,Eagle Air (Guinea),4,w/o
2018-06-25,de Havilland Canada DHC-6 Twin Otter 300,Trigana Air Service,0,min
2018-06-26,Ilyushin Il-76,Islamic Republic of Iran Air Force - IRIAF,0,w/o
2018-06-26,Learjet 60,Federal Aviation Administration - FAA,0,sub
2018-06-26,Airbus A330-323,Asiana Airlines,0,min
2018-06-26,Boeing 777-2B5ER,Korean Air,0,sub
2018-06-27,Antonov An-2R,Feniks,0,sub
2018-06-30,Airbus A330-323,American Airlines,0,non
2018-06-30,IRMA/Pilatus Britten-Norman BN-2A-26 Islander,Maya Island Air,0,sub
2018-06-30,Cessna 208 Caravan I,,0,min
2018-07-04,Cessna 208B Grand Caravan,Air Choice One,0,sub
2018-07-05,Dornier 228-202,GAM - General Aviation Maintenance,0,sub
2018-07-05,Cessna 208B Grand Caravan,Flex Air Charters,0,sub
2018-07-06,ATR 72-600 (72-212A),"TAP Express, opb White Airways",0,sub
2018-07-09,ATR 72-600 (72-212A),RAM Express,0,sub
2018-07-09,de Havilland Canada DHC-3T Texas Turbine Otter,Ookpik Aviation,0,sub
2018-07-10,de Havilland Canada DHC-3T Vazar Turbine Otter,Taquan Air,0,sub
2018-07-10,Convair CV-340,Rovos Air,1,w/o
2018-07-11,Douglas DC-3C,Air Colombia,0,sub
2018-07-16,Boeing 737-8EH (WL),Gol Linhas Aéreas,0,sub
2018-07-16,Boeing 737-8F2 (WL),Flybondi,0,sub
2018-07-16,Curtiss C-46F-1-CU Commando,Everts Air Fuel,0,sub
2018-07-20,Boeing 767-3Q8ER,Air Canada Rouge,0,non
2018-07-20,Antonov An-26B,Kazairtrans Airline,0,w/o
2018-07-21,Douglas C-47B (DC-3),"Commemorative Air Force, Highland Lakes Squadron",0,w/o
2018-07-22,Cessna 750 Citation X,Textron Inc.,0,sub
2018-07-23,McDonnell Douglas MD-88,Delta Air Lines,0,non
2018-07-23,Airbus A319-114,Delta Air Lines,0,non
2018-07-23,Cessna 560 Citation Encore,OzAir Charter Service,0,sub
2018-07-26,Boeing 757-204,"Sunday Airlines, opf SCAT Airlines",0,sub
2018-07-27,Boeing 767-38EER,Atlas Air,0,sub
2018-07-27,Antonov An-2R,Air Kasai,5,w/o
2018-07-28,IRMA/Britten-Norman BN-2A-27 Islander,Air Taxi Vanuatu,0,sub
2018-07-28,Britten-Norman BN-2A-8 Islander,Unity Airlines,0,w/o
2018-07-28,ATR 72-500 (72-212A),Air Vanuatu,0,sub
2018-07-30,Antonov An-2SX,private,0,sub
2018-07-31,Boeing 757-223,American Airlines,0,sub
2018-07-31,Embraer ERJ 190AR,Aeroméxico Connect,0,w/o
2018-08-01,Beechcraft B300 King Air 350,Atlantic Transportation of Wilmington LLC,0,sub
2018-08-03,Shijiazhuang Y-5B(D),Heilongjiang Kunpeng General Aviation Co.,0,sub
2018-08-04,Junkers Ju-52/3mg4e,Ju-Air,20,w/o
2018-08-05,Airbus A320-200,,0,non
2018-08-06,Airbus A321-231,LATAM Airlines Brasil,0,non
2018-08-07,Dassault Falcon 20D,Alliance Air Charter,0,sub
2018-08-07,Cessna 208B Grand Caravan,Supreme Airlines,0,sub
2018-08-09,Boeing 777-3F2ER,THY Turkish Airlines,0,sub
2018-08-09,Boeing 787-8 Dreamliner,Royal Air Maroc - RAM,0,sub
2018-08-10,de Havilland Canada DHC-8-402Q Dash 8,"Horizon Air, opf Alaska Airlines",1,w/o
2018-08-13,Airbus A321-271N,Hawaiian Airlines,0,sub
2018-08-13,Cessna 525 CitationJet,Vancon Holdings,1,w/o
2018-08-15,Boeing 777-367ER,Cathay Pacific Airways,0,sub
2018-08-16,Boeing 737-85C (WL),Xiamen Airlines,0,sub
2018-08-19,de Havilland Canada DHC-8-402Q Dash 8,LC Perú,0,sub
2018-08-19,Antonov An-2T,Ostthüringer Fallschirmsportclub - OFC,0,sub
2018-08-24,Boeing 757-2Q8 (WL),Aer Lingus,0,non
2018-08-25,Grumman HU-16C Albatross,Stargazer Aero,0,w/o
2018-08-26,Harbin Y-12E,SATENA,0,sub
2018-08-26,Boeing 767-333ER (WL),Air Canada Rouge,0,sub
2018-08-26,Cessna 208B Grand Caravan,Bush Air Safaris,0,sub
2018-08-27,Airbus A320-214 (WL),Vanilla Air,0,non
2018-08-28,Antonov An-2R,Air Mizia,0,sub
2018-08-28,Airbus A320-214,Beijing Capital Airlines,0,sub
2018-08-30,de Havilland Canada DHC-6 Twin Otter 300,Ethiopian Air Force,18,w/o
2018-08-31,Cessna 680 Citation Sovereign,Boydak Air,0,sub
2018-09-01,Boeing 737-8AS (WL),Utair,0,w/o
2018-09-03,Beechcraft B200 Super King Air,West Coast Aviation Services,0,sub
2018-09-06,Boeing 757-223 (WL),American Airlines,0,non
2018-09-06,Beechcraft A100 King Air,VOAR Aviação,0,sub
2018-09-09,Let L-410UVP,"South West Aviation, lsf Slav-Air",20,w/o
2018-09-10,Boeing 737-823 (WL),American Airlines,0,non
2018-09-15,Boeing 777-333ER,Air Canada,0,non
2018-09-15,Canadair CL-215-6B11 (CL-415),Government of Newfoundland and Labrador,0,sub
2018-09-16,Boeing 777-328ER,Air France,0,non
